,id,name,adress,lat,lon,precode,areacode,category,category_flag
511,n00429,温泉浴場壱の湯,沼津市戸田1007,34.973544,138.783119,22,22203,‐,3
512,n00430,ぬまづサマーガーデン,沼津市,35.09680702,138.85884708,22,22203,‐,1
513,n00431,こいのぼりフェスティバル,沼津市,35.08233899,138.85452733,22,22203,‐,1
514,n00432,我入道の渡し船,沼津市,35.09087681,138.85900453,22,22203,‐,1
515,n00433,沼津市芹沢光治良記念館,沼津市我入道まんだが原517-1,35.074897,138.861182,22,22203,‐,2
516,n00434,若山牧水記念館,沼津市千本郷林1907-11,35.087075,138.85163,22,22203,‐,2
517,n00435,長浜つり堀観光センター,沼津市,35.017947,138.889083,22,22203,‐,4
518,n00436,戸田港まつり（戸田）,沼津市,34.97287894,138.77716886,22,22203,‐,1
519,n00437,戸田盆踊り・海上花火大会（戸田）,沼津市,34.97287894,138.77716886,22,22203,‐,1
520,n00438,ごぜ芸能まつり（戸田）,沼津市,34.971139,138.762705,22,22203,‐,1
521,n00439,かかしコンテスト（戸田）,沼津市,34.972451,138.778284,22,22203,‐,1
522,n00440,戸田さんさんまつり（戸田）,沼津市,34.972567,138.76361,22,22203,‐,1
523,n00441,戸田冬まつり（戸田）,沼津市,34.97287894,138.77716886,22,22203,‐,1
524,n00442,灯ろう流し（戸田）,沼津市,34.97287894,138.77716886,22,22203,‐,1
525,n00443,庄司美術館（モン・ミュゼ沼津）,沼津市本字下1-900-1,35.095176,138.851551,22,22203,‐,2
526,n00444,サンセットクルージング（戸田）,沼津市,34.97287894,138.77716886,22,22203,‐,1
527,n00445,狩野川灯ろう流し,沼津市,35.098146,138.861824,22,22203,‐,1
528,n00446,沼津港深海水族館,沼津市千本港町83,35.08395,138.858189,22,22203,‐,4
529,n00447,井田海水浴場,沼津市,35.000027,138.778431,22,22203,‐,4
530,n00448,沼津ＧＣ,沼津市,35.16634621,138.84862266,22,22203,‐,4
531,n00449,新沼津ＣＣ,沼津市宮本223,35.16254973,138.83820387,22,22203,‐,4
532,n00450,愛鷹シックスハンドレッドＣ,沼津市,35.16305556,138.82027778,22,22203,‐,4
533,n00451,沼津国際ＣＣ,沼津市,35.17899239,138.83952913,22,22203,‐,4
534,n00452,ライジングサンマフェスティバル,沼津市,35.081268,138.856562,22,22203,‐,1
535,n00453,熱海ロープウェイ,熱海市和田浜南町8-15,35.08863,139.077746,22,22205,‐,1
536,n00454,熱海城,熱海市曽我山1993,35.08639261,139.07877955,22,22205,‐,2
537,n00455,中山晋平記念館,熱海市梅園町8-1（梅園敷地内）,35.09918959,139.05868854,22,22205,‐,2
538,n00456,秘宝館,熱海市和田浜南町8-15,35.086826,139.080175,22,22205,‐,2
539,n00457,ＭＯＡ美術館,熱海市桃山町26-2,35.109007,139.075067,22,22205,‐,2
540,n00458,澤田政廣記念美術館,熱海市梅園町9-46,35.098849,139.057859,22,22205,‐,2
541,n00459,アカオハーブ＆ローズガーデン,熱海市上多賀1027-8,35.079951,139.072618,22,22205,‐,2
542,n00460,起雲閣,熱海市昭和町4-2,35.092898,139.071041,22,22205,‐,2
543,n00461,サンビーチ,熱海市東海岸町地先,35.098143,139.07684,22,22205,‐,4
544,n00462,長浜海水浴場,熱海市上多賀地先,35.056064,139.07013,22,22205,‐,4
545,n00463,マリンスパあたみ,熱海市和田浜南町4-39,35.090936,139.074746,22,22205,‐,4
546,n00464,姫の沢公園,熱海市伊豆山字姫の沢1164,35.117273,139.050348,22,22205,‐,4
547,n00465,後楽園遊園地,熱海市和田浜南町10-1,35.08821774,139.07933957,22,22205,‐,4
548,n00466,初島アイランドリゾート,熱海市初島,35.03910484,139.17430193,22,22205,‐,4
549,n00467,こがし祭り山車コンクール,熱海市,35.100409,139.067819,22,22205,‐,1
550,n00468,来宮神社初詣,熱海市西山町43-1,35.100409,139.067819,22,22205,‐,1
551,n00469,伊豆山神社初詣,熱海市伊豆山708-1,35.115558,139.082429,22,22205,‐,1
552,n00470,春季熱海海上花火大会,熱海市,35.09333333,139.08083333,22,22205,‐,1
553,n00471,夏季熱海海上花火大会　１回目,熱海市,35.09333333,139.08083333,22,22205,‐,1
554,n00472,夏季熱海海上花火大会　２回目,熱海市,35.09333333,139.08083333,22,22205,‐,1
555,n00473,夏季熱海海上花火大会　３回目,熱海市,35.09333333,139.08083333,22,22205,‐,1
556,n00474,夏季熱海海上花火大会　４回目,熱海市,35.09333333,139.08083333,22,22205,‐,1
557,n00475,夏季熱海海上花火大会　５回目,熱海市,35.09333333,139.08083333,22,22205,‐,1
558,n00476,夏季熱海海上花火大会　６回目,熱海市,35.09333333,139.08083333,22,22205,‐,1
559,n00477,夏季熱海海上花火大会　７回目,熱海市,35.09333333,139.08083333,22,22205,‐,1
560,n00478,秋季熱海海上花火大会　１回目,熱海市,35.09333333,139.08083333,22,22205,‐,1
561,n00479,忘年熱海海上花火大会　１回目,熱海市,35.09333333,139.08083333,22,22205,‐,1
562,n00480,忘年熱海海上花火大会　２回目,熱海市,35.09333333,139.08083333,22,22205,‐,1
563,n00481,忘年熱海海上花火大会　３回目,熱海市,35.09333333,139.08083333,22,22205,‐,1
564,n00482,網代温泉海上花火大会,熱海市,35.04624149,139.08118681,22,22205,‐,1
565,n00483,熱海梅園梅まつり,熱海市,35.09918959,139.05868854,22,22205,‐,1
566,n00484,網代温泉大縄海水浴場,熱海市下多賀地先,35.04598812,139.0815262,22,22205,‐,4
567,n00485,多賀わかめまつり,熱海市,35.056064,139.07013,22,22205,‐,1
568,n00486,熱海城桜まつり,熱海市,35.08639261,139.07877955,22,22205,‐,1
569,n00487,アタミアロハフェスティバル,熱海市,35.09607132,139.07612324,22,22205,‐,1
570,n00488,伊豆湯河原温泉夏まつり（サンバ・花火）,熱海市,35.142458,139.078793,22,22205,‐,1
571,n00489,網代ふるさとまつり,熱海市,35.04583333,139.08138889,22,22205,‐,1
572,n00490,百八体流灯祭・伊豆多賀温泉花火大会,熱海市,35.056064,139.07013,22,22205,‐,1
573,n00491,もみじまつり（熱海梅園）,熱海市,35.09918959,139.05868854,22,22205,‐,1
574,n00492,初島ところ天祭り,熱海市,35.0425,139.16888889,22,22205,‐,1
575,n00493,伊豆山さざえまつり,熱海市,35.111613,139.0868,22,22205,‐,1
576,n00494,湯かけまつり,熱海市,35.142458,139.078793,22,22205,‐,1
577,n00495,湯めまちをどり「華の舞」,熱海市,35.094779,139.071923,22,22205,‐,1
578,n00496,熱海ビールまつり,熱海市,35.094152,139.075329,22,22205,‐,1
579,n00497,網代ひものまつり,熱海市,35.046088,139.081136,22,22205,‐,1
580,n00498,湯らっくすマラソン大会,熱海市,35.096048,139.071572,22,22205,‐,1
581,n00499,熱海で遊ぼ！ゆかたで遊ぼ！１回目,熱海市,35.094152,139.075329,22,22205,‐,1
582,n00500,熱海で遊ぼ！ゆかたで遊ぼ！２回目,熱海市,35.094152,139.075329,22,22205,‐,1
583,n00501,熱海で遊ぼ！ゆかたで遊ぼ！３回目,熱海市,35.094152,139.075329,22,22205,‐,1
584,n00502,熱海で遊ぼ！ゆかたで遊ぼ！４回目,熱海市,35.094152,139.075329,22,22205,‐,1
585,n00503,熱海で遊ぼ！ゆかたで遊ぼ！５回目,熱海市,35.094152,139.075329,22,22205,‐,1
586,n00504,熱海で遊ぼ！ゆかたで遊ぼ！６回目,熱海市,35.094152,139.075329,22,22205,‐,1
587,n00505,ふれあい産業まつり,熱海市,35.094152,139.075329,22,22205,‐,1
588,n00506,南熱海マリンホール,熱海市下多賀541-12,35.0475,139.07916667,22,22205,‐,4
589,n00507,家康の湯,熱海市田原本町,35.10333333,139.07861111,22,22205,‐,3
590,n00508,熱海港海釣り施設,熱海市和田浜南町地先,35.0921289,139.07997309,22,22205,‐,4
591,n00509,伊豆山神社例大祭,熱海市,35.115566,139.082431,22,22205,‐,1
592,n00510,熱海で遊ぼ！ゆかたで遊ぼ！７回目,熱海市,35.094152,139.075329,22,22205,‐,1
593,n00511,伊豆山郷土資料館,熱海市伊豆山708-2（伊豆山神社境内）,35.115891,139.08257,22,22205,‐,2
594,n00512,戸田幸四郎絵本美術館,熱海市上多賀1055-30,35.072293,139.058796,22,22205,‐,2
595,n00513,あたみをどり,熱海市,35.094779,139.071923,22,22205,‐,1
596,n00514,薪能,熱海市,35.109007,139.075067,22,22205,‐,1
597,n00515,熱海城桜まつり,熱海市,35.08639261,139.07877955,22,22205,‐,1
598,n00516,伊豆湯河原温泉春まつり,熱海市,35.142458,139.078793,22,22205,‐,1
599,n00517,姫の沢公園花まつり,熱海市,35.11727,139.050348,22,22205,‐,1
600,n00518,オープンウォータースイムレース,熱海市,35.05736904,139.06970155,22,22205,‐,1
601,n00519,さつき展,熱海市,35.092898,139.071041,22,22205,‐,1
602,n00520,水上バイク日本選手権,熱海市,35.095004,139.079677,22,22205,‐,1
603,n00521,春クルーズｉｎあたみ,熱海市,35.089818,139.076351,22,22205,‐,1
604,n00522,宮川マス釣り大会,熱海市,35.05051,139.069893,22,22205,‐,1
605,n00523,あたみワンコイン市場,熱海市,35.096046,139.071565,22,22205,‐,1
606,n00524,熱海湾ファンタスティッククルーズ,熱海市,35.089818,139.076351,22,22205,‐,1
607,n00525,劇団朱雀熱海公演,熱海市,35.096314,139.071751,22,22205,‐,1
608,n00526,アタミステリー紀行,熱海市,35.096049,139.07156,22,22205,‐,1
609,n00527,ほたる観賞の夕べ,熱海市,35.097834,139.059608,22,22205,‐,1
610,n00528,あじろ浜市そらこい祭り,熱海市,35.045627,139.087803,22,22205,‐,1
611,n00529,泉公園鯉のぼりまつり,熱海市,35.142458,139.078793,22,22205,‐,1
612,n00530,マリンフェスタ・アタミ,熱海市,35.094152,139.075329,22,22205,‐,1
613,n00531,阿治古神社例大祭,熱海市,35.047094,139.091218,22,22205,‐,1
614,n00532,網代ベイフェスティバル,熱海市,35.047098,139.091212,22,22205,‐,1
615,n00533,サンビーチスポーツフェスタ,熱海市,35.09573,139.07601,22,22205,‐,1
616,n00534,あたみ湯めぐり・花めぐり,熱海市,35.096046,139.071565,22,22205,‐,1
617,n00535,熱海映画感,熱海市,35.096046,139.071565,22,22205,‐,1
618,n00536,フィッシングカーニバル,熱海市,35.09333333,139.08083333,22,22205,‐,1
619,n00537,華の舞特別講演,熱海市,35.094779,139.071923,22,22205,‐,1
620,n00538,熱海湯まつり,熱海市,35.098341,139.071368,22,22205,‐,1
621,n00539,初島・熱海間遠泳,熱海市,35.098143,139.07684,22,22205,‐,1
622,n00540,ビーチバレー選手権,熱海市,35.095306,139.075765,22,22205,‐,1
623,n00541,ガーデニングフェスティバルｉｎ熱海,熱海市,35.095302,139.075754,22,22205,‐,1
624,n00542,熱海国際交流フェスタ,熱海市,35.096335,139.076374,22,22205,‐,1
625,n00543,池田満寿夫　佐藤陽子　創作の家,熱海市桃山町10-24,35.106855,139.082028,22,22205,‐,2
626,n00544,旧日向別邸,熱海市春日町8-37,35.103369,139.081615,22,22205,‐,2
627,n00545,日曜朝市,熱海市,35.092673,139.074023,22,22205,‐,1
628,n00546,ニューサマーながはま特設市,熱海市,35.05736904,139.06970155,22,22205,‐,1
629,n00547,神無月ながはま特設市,熱海市,35.05736904,139.06970155,22,22205,‐,1
630,n00548,霜月ながはま特設市,熱海市,35.05736904,139.06970155,22,22205,‐,1
631,n00549,長月ながはま特設市,熱海市,35.05736904,139.06970155,22,22205,‐,1
632,n00550,初島花火大会,熱海市,35.042491,139.168604,22,22205,‐,1
633,n00551,伊豆山花火大会,熱海市,35.109743,139.087384,22,22205,‐,1
634,n00552,夏季熱海海上花火大会　８回目,熱海市,35.092119,139.079646,22,22205,‐,1
635,n00553,熱海で遊ぼ！ゆかたで遊ぼ！８回目,熱海市,35.095302,139.075754,22,22205,‐,1
636,n00554,ゴールデンウィークながはま特設市,熱海市,35.05736904,139.06970155,22,22205,‐,1
637,n00555,網代かっちゃくれ浜市,熱海市,35.04675557,139.08942934,22,22205,‐,1
638,n00556,熱海おさかなフェスティバル,熱海市,35.091898,139.07933,22,22205,‐,1
639,n00557,師走ながはま特設市,熱海市,35.05736904,139.06970155,22,22205,‐,1
640,n00558,弥生ながはま特設市,熱海市,35.05736904,139.06970155,22,22205,‐,1
641,n00559,新年ながはま特設市,熱海市,35.05736904,139.06970155,22,22205,‐,1
642,n00560,如月ながはま特設市,熱海市,35.05736904,139.06970155,22,22205,‐,1
643,n00561,それ伊豆山伊勢海老磯まつり,熱海市,35.111748,139.086915,22,22205,‐,1
644,n00562,熱海ＧＣ,熱海市伊豆山1171,35.111633,139.07128,22,22205,‐,4
645,n00563,西熱海Ｇ,熱海市熱海1800,35.10972222,139.05222222,22,22205,‐,4
646,n00564,文月ながはま特設市,熱海市,35.05736904,139.06970155,22,22205,‐,1
647,n00565,てくもぐウォーク,熱海市,35.096276,139.071705,22,22205,‐,1
648,n00566,三島市立公園楽寿園,三島市,35.124894,138.910919,22,22206,‐,2
649,n00567,山中城跡公園,三島市山中新田,35.156371,138.99243,22,22206,‐,2
650,n00568,佐野美術館,三島市中田町1-43,35.1149338,138.91591768,22,22206,‐,2
651,n00569,毎度あり市,三島市,35.118108,138.915225,22,22206,‐,1
652,n00570,三島山中城まつり,三島市,35.156396,138.994015,22,22206,‐,1
653,n00571,水と蛍のフェスティバル,三島市,35.12476,138.911415,22,22206,‐,1
654,n00572,三島夏まつり,三島市,35.122398,138.918836,22,22206,‐,1
655,n00573,三島大通りまつり,三島市,35.119428,138.914852,22,22206,‐,1
656,n00574,三島大通り宿場まつり,三島市,35.119428,138.914852,22,22206,‐,1
657,n00575,三嶋大社　参拝者,三島市大宮町2-1-5,35.122398,138.918836,22,22206,‐,1
658,n00576,三嶋大社　初詣,三島市,35.12239,138.918843,22,22206,‐,1
659,n00577,せせらぎルート散策者,三島市,35.118483,138.918502,22,22206,‐,1
660,n00578,三島馬鈴薯祭り・みしまコロッケ祭り,三島市,35.083068,138.912245,22,22206,‐,1
661,n00579,三嶋大社宝物館,三島市,35.121381,138.919733,22,22206,‐,2
662,n00580,三嶋暦師の館,三島市,35.122886,138.921562,22,22206,‐,2
663,n00581,芝切地蔵睡蓮祭り,三島市,35.154086,138.994928,22,22206,‐,1
664,n00582,下田街道まつり,三島市,35.118588,138.919827,22,22206,‐,1
665,n00583,えびす参道さくらまつり,三島市,35.120709,138.919924,22,22206,‐,1
666,n00584,JRさわやかウォーキング　さくら,三島市,35.127125,138.910616,22,22206,‐,1
667,n00585,JRさわやかウォーキング　せせらぎ,三島市,35.127125,138.910616,22,22206,‐,1
668,n00586,JRさわやかウォーキング　日大生,三島市,35.127125,138.910616,22,22206,‐,1
669,n00587,JRさわやかウォーキング　七草,三島市,35.127125,138.910616,22,22206,‐,1
670,n00588,甘藷祭り,三島市,35.167865,138.922821,22,22206,‐,1
671,n00589,市民すこやかふれあいまつり,三島市,35.128977,138.918473,22,22206,‐,1
672,n00590,みしまサンバ大会,三島市,35.121454,138.919259,22,22206,‐,1
673,n00591,箱根の里まつり,三島市,35.163072,138.982906,22,22206,‐,1
674,n00592,伊豆マラソン,三島市,35.121418,138.919036,22,22206,‐,1
675,n00593,三島フードフェスティバル,三島市,35.120773,138.919916,22,22206,‐,1
676,n00594,三島ＣＣ,三島市,35.16077373,138.94813306,22,22206,‐,4
677,n00595,グランフィールズＣＣ,三島市,35.15916667,138.97333333,22,22206,‐,4
678,n00596,芦ノ湖ＣＣ,三島市,35.17864203,139.00485349,22,22206,‐,4
679,n00597,三島バル,三島市一番町,35.118483,138.918499,22,22206,‐,1
680,n00598,富士山,富士宮市,35.35276039,138.72004978,22,22207,山岳,-1
681,n00599,富士山富士宮口五合目（登山者以外）,富士宮市,35.33638889,138.73361111,22,22207,‐,1
682,n00600,富士山富士宮口五合目（登山者）,富士宮市,35.33638889,138.73361111,22,22207,‐,1
683,n00601,富士山本宮浅間大社,富士宮市,35.227406,138.610002,22,22207,‐,2
684,n00602,奇石博物館,富士宮市,35.28194444,138.63972222,22,22207,‐,2
685,n00603,富士花鳥園（旧富士国際花園）,富士宮市,35.40861111,138.58611111,22,22207,‐,2
686,n00604,静岡県水産技術研究所富士養鱒場,富士宮市,35.36888889,138.56555556,22,22207,‐,2
687,n00605,まかいの牧場,富士宮市,35.33611111,138.58388889,22,22207,‐,2
688,n00606,富士ミルクランド,富士宮市,35.34055556,138.59361111,22,22207,‐,2
689,n00607,田貫湖キャンプ場,富士宮市,35.34638889,138.55833333,22,22207,‐,4
690,n00608,ドライブインもちや,富士宮市,35.37111111,138.57666667,22,22207,‐,6
691,n00609,スカイ朝霧パラグライダースクール,富士宮市,35.38526303,138.57201211,22,22207,‐,4
692,n00610,静岡県立富士山麓山の村,富士宮市,35.28611111,138.71638889,22,22207,‐,4
693,n00611,県立朝霧野外活動センター,富士宮市,35.38611111,138.58694444,22,22207,‐,4
694,n00612,富士山天母の湯,富士宮市,35.28027778,138.63861111,22,22207,‐,3
695,n00613,富士山まつり・御神火,富士宮市,35.227406,138.610002,22,22207,‐,1
696,n00614,流鏑馬まつり,富士宮市,35.227406,138.610002,22,22207,‐,1
697,n00615,富士宮秋まつり,富士宮市,35.227406,138.610002,22,22207,‐,1
698,n00616,富士山まつり・宮おどり,富士宮市,35.227406,138.610002,22,22207,‐,1
699,n00617,西富士オートキャンプ場,富士宮市,35.33972222,138.57333333,22,22207,‐,4
700,n00618,表富士グリーンキャンプ場,富士宮市,35.29861111,138.70083333,22,22207,‐,4
701,n00619,田貫湖ふれあい自然塾,富士宮市,35.34027778,138.55527778,22,22207,‐,1
702,n00620,道の駅朝霧高原,富士宮市,35.41333333,138.59111111,22,22207,‐,6
703,n00621,風の湯,富士宮市,35.32805556,138.59361111,22,22207,‐,3
704,n00622,白糸の滝,富士宮市,35.31297805,138.58729884,22,22207,‐,1
705,n00623,朝霧フィールドドッグスガーデン,富士宮市,35.357003,138.577895,22,22207,‐,4
706,n00624,富嶽温泉花の湯,富士宮市,35.238698,138.618999,22,22207,‐,3
707,n00625,いでぼく,富士宮市,35.284926,138.60834,22,22207,‐,5
708,n00626,お宮横丁,富士宮市,35.22586037,138.61007897,22,22207,‐,5
709,n00627,日本盲導犬総合センター,富士宮市,35.344678,138.595654,22,22207,‐,2
710,n00628,狩宿『春の菜の花さくらまつり』,富士宮市,35.301172,138.588632,22,22207,‐,1
711,n00629,富士錦蔵開き,富士宮市,35.269163,138.559704,22,22207,‐,1
712,n00630,新稲子川温泉ユートリオ,富士宮市,35.25666667,138.53333333,22,22207,‐,3
713,n00631,信長公黄葉まつり,富士宮市,35.237207,138.564458,22,22207,‐,1
714,n00632,富士山まつり・富士の巻狩り,富士宮市,35.22158,138.614643,22,22207,‐,1
715,n00633,たこたこあがれin富士山,富士宮市,35.383463,138.58334,22,22207,‐,1
716,n00634,富士山まつり・お山開き,富士宮市,35.221583,138.614643,22,22207,‐,1
717,n00635,たけのこまつり（芝川まつり）,富士宮市,35.200581,138.5612,22,22207,‐,1
718,n00636,朝霧ジャンボリーオートキャンプ場,富士宮市猪之頭1162-3,35.38613,138.58084,22,22207,‐,4
719,n00637,芭蕉天神祭,富士宮市,35.168413,138.558771,22,22207,‐,1
720,n00638,桜峠初日の出の会,富士宮市,35.26053,138.54605,22,22207,‐,1
721,n00639,柚野花まつり,富士宮市,35.256328,138.550498,22,22207,‐,1
722,n00640,富士山ふれあいウォーク,富士宮市,35.221583,138.614643,22,22207,‐,1
723,n00641,富士山美術館,富士宮市,35.311448,138.588597,22,22207,‐,2
724,n00642,猪之頭オートキャンプ場,富士宮市,35.356345,138.552483,22,22207,‐,4
725,n00643,朝霧高原オートキャンプ場,富士宮市,35.351488,138.571654,22,22207,‐,4
726,n00644,天子の森キャンプ場,富士宮市,35.336929,138.559993,22,22207,‐,4
727,n00645,富士ｵｰﾄふもと村,富士宮市,35.405763,138.566818,22,22207,‐,4
728,n00646,朝霧高原パラグライダースクール,富士宮市,35.408363,138.584601,22,22207,‐,4
729,n00647,麓山の家,富士宮市,35.401071,138.558397,22,22207,‐,4
730,n00648,鱒の家,富士宮市,35.370619,138.567875,22,22207,‐,5
731,n00649,富士ファミリーオートキャンプ場,富士宮市,35.317169,138.563074,22,22207,‐,4
732,n00650,ラ・フォンテーヌバカンス,富士宮市,35.349557,138.565538,22,22207,‐,1
733,n00651,表富士燈回廊,富士宮市,35.227406,138.610002,22,22207,‐,1
734,n00652,表富士自転車登山競走大会,富士宮市,35.298063,138.717046,22,22207,‐,1
735,n00653,芝川夏まつり,富士宮市,35.229297,138.563818,22,22207,‐,1
736,n00654,稲子梅まつり,富士宮市,35.256743,138.533605,22,22207,‐,1
737,n00655,とうもろこしまつり,富士宮市,35.221583,138.614644,22,22207,‐,1
738,n00656,芝川まつり,富士宮市,35.221583,138.614644,22,22207,‐,1
739,n00657,梅わいんまつり,富士宮市,35.221583,138.614644,22,22207,‐,1
740,n00658,富士宮ＧＣ,富士宮市,35.211059,138.601387,22,22207,‐,4
741,n00659,朝霧ジャンボリーＧＣ,富士宮市,35.37982169,138.57962275,22,22207,‐,4
742,n00660,朝霧ＣＣ,富士宮市,35.40519386,138.6047305,22,22207,‐,4
743,n00661,ザナショナルＣＣ,富士宮市,35.33256183,138.6331622,22,22207,‐,4
744,n00662,小田急西富士ＧＣ,富士宮市,35.33326,138.582293,22,22207,‐,4
745,n00663,富士チサンＣＣ,富士宮市,35.236101,138.581296,22,22207,‐,4
746,n00664,柚野の里交流会,富士宮市,35.22197,138.621646,22,22207,‐,1
747,n00665,あさぎりフードパーク,富士宮市根原449-11,35.412336,138.590984,22,22207,‐,5
748,n00666,伊東温泉めちゃくちゃ市,伊東市,34.971331,139.098768,22,22208,‐,1
749,n00667,小室山つばき観賞会,伊東市,34.9431,139.122795,22,22208,‐,1
750,n00668,大室山山焼き,伊東市,34.90731,139.09384,22,22208,‐,1
751,n00669,伊豆高原桜まつり,伊東市,34.878987,139.108502,22,22208,‐,1
752,n00670,伊豆高原桜まつり（さくらの里会場）,伊東市,34.907282,139.090811,22,22208,‐,1
753,n00671,フジサンケイレディスクラシック,伊東市,34.939851,139.140679,22,22208,‐,1
754,n00672,小室山つつじまつり,伊東市,34.941928,139.126253,22,22208,‐,1
755,n00673,祐親まつり,伊東市,34.971477,139.097151,22,22208,‐,1
756,n00674,松川タライ乗り競走,伊東市,34.971483,139.097128,22,22208,‐,1
757,n00675,海水浴場（伊東オレンジビーチ）,伊東市湯川、松原,34.97555302,139.09623521,22,22208,‐,4
758,n00676,海水浴場（宇佐美海水浴場）,伊東市宇佐美,35.004067,139.0836,22,22208,‐,4
759,n00677,海水浴場（川奈いるか浜公園）,伊東市川奈,34.952967,139.13198,22,22208,‐,4
760,n00678,伊東温泉夢花火ｐａｒｔ１・２,伊東市,34.97556915,139.0962332,22,22208,‐,1
761,n00679,宇佐美海上灯篭流し・花火大会,伊東市,35.00780895,139.09263868,22,22208,‐,1
762,n00680,按針祭　松川灯籠流し・花火大会,伊東市,34.972941,139.100422,22,22208,‐,1
763,n00681,按針祭式典　太鼓合戦・花火大会,伊東市,34.972921,139.100438,22,22208,‐,1
764,n00682,ほたる観賞会（松川湖・丸山公園）,伊東市,34.970653,139.081273,22,22208,‐,1
765,n00683,按針ワールドカーニバル,伊東市,34.972921,139.100438,22,22208,‐,1
766,n00684,按針祭海の花火大会,伊東市,34.97519514,139.099235,22,22208,‐,1
767,n00685,やんもの里花火大会,伊東市,34.86871382,139.1026518,22,22208,‐,1
768,n00686,川奈港いるか浜花火大会,伊東市,34.95237316,139.13536127,22,22208,‐,1
769,n00687,伊東温泉箸まつり＆ほこほこ祭り,伊東市,34.965632,139.101935,22,22208,‐,1
770,n00688,伊東大田楽,伊東市,34.972428,139.095638,22,22208,‐,1
771,n00689,伊東温泉花笠踊り,伊東市,34.968867,139.097354,22,22208,‐,1
772,n00690,伊豆高原クラフトの森フェスティバル,伊東市,34.905718,139.089913,22,22208,‐,1
773,n00691,伊東温泉とっておき冬花火大会,伊東市,34.972921,139.100438,22,22208,‐,1
774,n00692,城ヶ崎海岸,伊東市富戸,34.89099396,139.14028574,22,22208,‐,1
775,n00693,城ヶ崎遊覧船,伊東市富戸804-1,34.89583333,139.13222222,22,22208,‐,1
776,n00694,小室山リフト,伊東市川奈1428,34.940686,139.128744,22,22208,‐,1
777,n00695,大室山リフト,伊東市富戸先原1317-5,34.9075,139.09666667,22,22208,‐,1
778,n00696,ねこの博物館,伊東市八幡野1759-242,34.897515,139.107099,22,22208,‐,2
779,n00697,伊豆テディベァミュージアム,伊東市八幡野1064-2,34.877801,139.111517,22,22208,‐,2
780,n00698,伊豆ガラスと工芸美術館,伊東市大室高原11-300,34.905062,139.116114,22,22208,‐,2
781,n00699,池田　２０世紀美術館,伊東市十足614,34.921653,139.105483,22,22208,‐,2
782,n00700,伊豆シャボテン公園,伊東市富戸1317-13,34.907833,139.097802,22,22208,‐,2
783,n00701,みかん狩り（宇佐美地区）,伊東市宇佐美,35.016052,139.06696,22,22208,‐,6
784,n00702,按針祭式典,伊東市,34.971385,139.102318,22,22208,‐,1
785,n00703,みかん狩り（城ヶ崎地区）,伊東市城ヶ崎,34.884067,139.126741,22,22208,‐,6
786,n00704,伊豆海洋公園・四季の花公園,伊東市富戸841-1,34.88444444,139.13194445,22,22208,‐,2
787,n00705,さくらの里,伊東市富戸,34.907275,139.090804,22,22208,‐,4
788,n00706,伊豆ぐらんぱる公園,伊東市富戸1090,34.905453,139.120841,22,22208,‐,4
789,n00707,東海館,伊東市東松原12-10,34.971681,139.097022,22,22208,‐,2
790,n00708,伊東マリンタウン,伊東市湯川571-19,34.98527778,139.09416667,22,22208,‐,6
791,n00709,伊豆高原旅の駅ぐらんぱるぽーと,伊東市富戸1090,34.90750807,139.12095788,22,22208,‐,6
792,n00710,みかん狩り（吉田地区）,伊東市,34.930245,139.126594,22,22208,‐,6
793,n00711,オレンジビーチマラソン,伊東市,34.971385,139.102318,22,22208,‐,1
794,n00712,東海館まつり,伊東市,34.971681,139.097022,22,22208,‐,1
795,n00713,尻つみまつり,伊東市,34.966801,139.095642,22,22208,‐,1
796,n00714,木下杢太郎記念館,伊東市湯川2-11-5,34.973742,139.095956,22,22208,‐,2
797,n00715,伊東温泉夢花火ｐａｒｔ３～６,伊東市,34.972941,139.100422,22,22208,‐,1
798,n00716,伊東温泉夢花火ｐａｒｔ７～１０,伊東市,34.972941,139.100422,22,22208,‐,1
799,n00717,サザンクロスＣＣ,伊東市吉田1006,34.9375,139.12611111,22,22208,‐,4
800,n00718,ゴールド川奈ＣＣ（伊東パークＧ）,伊東市吉田834,34.925729,139.107147,22,22208,‐,4
801,n00719,伊東ＣＣ,伊東市荻694-1,34.92666667,139.07527778,22,22208,‐,4
802,n00720,川奈ホテルＧコース富士,伊東市川奈1459,34.94027866,139.13998299,22,22208,‐,4
803,n00721,川奈ホテルＧコース大島,伊東市川奈1459,34.94027866,139.13998299,22,22208,‐,4
804,n00722,ワイルドスミス美術館,伊東市大室高原9?101,34.906891,139.110088,22,22208,‐,2
805,n00723,島田市博物館（本館）,島田市河原1-5-50,34.83131358,138.15440932,22,22209,‐,2
806,n00724,島田市博物館分館,島田市河原2-16-5,34.832259,138.156688,22,22209,‐,2
807,n00725,蓬莱橋,島田市南2地先,34.825524,138.184443,22,22209,‐,2
808,n00726,島田市ばらの丘公園,島田市野田1652-1,34.851076,138.17628,22,22209,‐,2
809,n00727,やまめ平,島田市笹間下1707,34.98472222,138.1625,22,22209,‐,4
810,n00728,島田市伊久美農産物加工体験施設やまゆり,島田市伊久美5202,34.91928381,138.12571619,22,22209,‐,2
811,n00729,島田髷まつり,島田市,34.820618,138.123444,22,22209,‐,1
812,n00730,大井川大花火大会,島田市,34.829826,138.151285,22,22209,‐,1
