34.99066456,137.77585073
34.99062979,137.77604427
34.99076423,137.77662375
34.99085347,137.77723799
34.99093460,137.77741878
34.99103542,137.77755090
34.99112350,137.77760074
34.99130546,137.77759262
34.99151407,137.77764709
34.99163808,137.77779080
34.99164155,137.77797160
34.99159172,137.77809213
34.99138311,137.77822309
34.99125910,137.77835405
34.99125215,137.77845835
34.99129387,137.77850935
34.99158013,137.77870984
34.99174586,137.77893352
34.99179685,137.77915024
34.99174586,137.77926614
34.99150711,137.77950604
34.99126721,137.77951299
34.99101109,137.77964164
34.99072599,137.77967872
34.99063327,137.77974131
34.99067267,137.77988733
34.99080248,137.78008203
34.99098095,137.78025124
34.99102036,137.78038336
34.99103427,137.78081449
34.99110380,137.78125489
34.99109685,137.78161184
34.99100413,137.78182045
34.99088128,137.78189694
34.99064950,137.78194330
34.99029254,137.78205224
34.99006075,137.78221449
34.98996108,137.78239065
34.98979883,137.78331085
34.98982201,137.78358205
34.98989850,137.78366549
34.99008393,137.78368171
34.99024618,137.78370489
34.99029254,137.78379761
34.99036208,137.78421483
34.99031572,137.78443039
34.99019287,137.78480125
34.98985214,137.78549662
34.98974320,137.78572841
34.98977565,137.78647013
34.98975943,137.78684795
34.98970612,137.78702643
